CustomerID,PhoneNum,Email,,State,Country,Gender,Upd_JoinDate,Upd_LastPurchDate,CustomerSegment,PreferredPaymentMethod,MaritalStatus,Upd_AccCreationDate,AccountStatus,Upd_LastUpdateDate,Updated_Referrer_Id,Domain of mail,Sum of Age,Sum of TotalSpent,Sum of LoyaltyPoints,Sum of PurchaseFrequency,Sum of FeedbackRating,Sum of OrderWise
Cust_6444,506-9-,michelle.parker@yahoo.com,,Missouri,Andorra,Male,23-Oct-24,05-Sep-24,Others,Debit Card,Married,19-Aug-24,Active,12-Feb-24,Cust_6444,yahoo.com,44,8412.77,368,6,3.1,6444
Cust_6445,174-770-7033,jamie.harris@yahoo.com,,Hawaii,Gibraltar,Male,25-Aug-24,23-Oct-24,Silver,Credit Card,Single,28-Jan-24,Inactive,20-Aug-24,Cust_6445,yahoo.com,44,9693.34,402,2,1.6,6445
Cust_6446,854-881-9509,jessica.anderson@gmail.com,,North Dakota,Jamaica,Male,23-Oct-24,23-Oct-24,Platinum,PayPal,Married,23-Oct-24,Active,14-Feb-24,Cust_6446,gmail.com,33,3369.07,353,6,3,6446
Cust_6447,246-208-2084,amy.newton@outlook.com,,Missouri,Benin,Male,11-Jun-24,23-Oct-24,Platinum,Credit Card,Divorced,23-Oct-24,Active,29-Jul-24,Cust_5336,outlook.com,44,3496.62,250,6,2.9,6447
Cust_6448,731-557-1317,kristy.salas@gmail.com,,New Hampshire,North Macedonia,Male,23-Oct-24,15-Jan-24,Gold,Credit Card,Divorced,16-Mar-24,Active,06-Jul-24,Cust_6448,gmail.com,22,6688.01,250,6,4.1,6448
Cust_6449,743-793-4271,thomas.dennis@gmail.com,,Nebraska,Georgia,Female,13-Mar-24,23-Oct-24,Gold,PayPal,Divorced,23-Oct-24,Active,29-Jan-24,Cust_7371,gmail.com,44,7343.52,250,6,2.9,6449
Cust_6450,169-285-7694,janet.mata@gmail.com,,Oregon,Iran,Male,23-Oct-24,06-Feb-24,Gold,Cash,Married,23-Oct-24,Inactive,27-Jul-24,Cust_6450,gmail.com,44,1311.23,109,6,4.5,6450
Cust_6451,001-889-3494,valerie.crawford@gmail.com,,Maryland,Guernsey,Female,23-Oct-24,13-Jul-24,Gold,Cash,Others,23-Oct-24,Active,22-Jul-24,Cust_6451,gmail.com,44,5138.26,227,2,2.9,6451
Cust_6452,737-249-7141,dennis.gonzalez@gmail.com,,Virginia,Australia,Other,20-Feb-24,27-Jan-24,Others,PayPal,Divorced,30-May-24,Active,24-Mar-24,Cust_5869,gmail.com,29,5050.39,349,6,2.8,6452
Cust_6453,235-520-8961,kristy.larsen@yahoo.com,,Colorado,Croatia,Other,23-Oct-24,23-Oct-24,Bronze,Credit Card,Single,20-Jan-24,Active,15-Jan-24,Cust_4301,yahoo.com,34,3810.74,250,6,2.9,6453
Cust_6454,167-588-7895,diana.williams@outlook.com,,Vermont,Belarus,Female,23-Oct-24,23-Oct-24,Silver,Credit Card,Others,16-Sep-24,Active,01-Sep-24,Cust_6454,outlook.com,44,6276.25,332,5,2.9,6454
Cust_6455,111-39-,andrea.clayton@gmail.com,,Massachusetts,Thailand,Other,23-Oct-24,23-Oct-24,Platinum,Cash,Married,05-Jun-24,Active,12-Jan-24,Cust_7793,gmail.com,44,7986.39,250,6,3.7,6455
Cust_6456,389-892-4617,andrew.webb@outlook.com,,Massachusetts,Western Sahara,Male,23-Oct-24,01-Jun-24,Others,Credit Card,Others,23-Oct-24,Active,19-May-24,Cust_9366,outlook.com,64,2257.27,209,6,2.9,6456
Cust_6457,133-137-3668,alexander.crawford@gmail.com,,Connecticut,Guinea,Male,04-Jul-24,28-Feb-24,Gold,Cash,Married,11-Apr-24,Active,21-May-24,Cust_6457,gmail.com,63,6589.66,297,6,4.7,6457
Cust_6458,903-565-1282,mark.gray@gmail.com,,Wyoming,Burundi,Male,17-Mar-24,23-Oct-24,Gold,Cash,Single,23-Oct-24,Inactive,22-Sep-24,Cust_3556,gmail.com,44,4217.98,359,3,2.9,6458
Cust_6459,685-428-3466,robert.smith@outlook.com,,Maryland,Syrian Arab Republic,Other,23-Oct-24,23-Oct-24,Platinum,Cash,Single,09-Oct-24,Active,18-Jan-24,Cust_8464,outlook.com,44,6919.36,492,6,2.9,6459
Cust_6460,821-380-0673,nancy.alvarado@outlook.com,,New Jersey,Holy See (Vatican City State),Other,12-Apr-24,23-Oct-24,Silver,PayPal,Single,23-Oct-24,Active,30-Aug-24,Cust_6460,outlook.com,44,6453.27,500,6,2.9,6460
Cust_6461,926-930-5072,katrina.cabrera@yahoo.com,,Kansas,Turks and Caicos Islands,Other,14-Aug-24,23-Oct-24,Gold,Cash,Divorced,06-Feb-24,Inactive,05-Apr-24,Cust_40,yahoo.com,44,6467.64,30,1,3,6461
Cust_6462,841-223-2265,john.ward@outlook.com,,Ohio,Falkland Islands (Malvinas),Female,23-Oct-24,23-Oct-24,Bronze,Cash,Divorced,23-Oct-24,Inactive,10-Jan-24,Cust_6462,outlook.com,40,910.8,421,6,1,6462
Cust_6463,313-406-1990,tammy.cox@gmail.com,,Alabama,Bouvet Island (Bouvetoya),Female,23-Oct-24,20-Jul-24,Bronze,Debit Card,Married,23-Oct-24,Inactive,24-Apr-24,Cust_2514,gmail.com,18,7362.13,250,9,3,6463
Cust_6464,935-759-2784,lindsay.pierce@gmail.com,,Oklahoma,United States Virgin Islands,Other,23-Oct-24,07-Sep-24,Bronze,PayPal,Married,18-Apr-24,Active,24-Jun-24,Cust_6464,gmail.com,44,4531.15,250,2,1.3,6464
Cust_6465,976-882-8457,michael.wilson@yahoo.com,,Oregon,North Macedonia,Male,23-Sep-24,01-Jan-24,Others,Debit Card,Married,08-Feb-24,Inactive,17-Jun-24,Cust_1687,yahoo.com,44,2696.04,250,6,2.7,6465
Cust_6466,001-637-3457,ashley.hammond@yahoo.com,,Maryland,Faroe Islands,Male,23-Oct-24,23-Oct-24,Others,Cash,Married,23-Oct-24,Active,18-Jun-24,Cust_6466,yahoo.com,44,6375.99,250,6,1.4,6466
Cust_6467,466-523-2115,timothy.jones@gmail.com,,Wisconsin,Antigua and Barbuda,Female,23-Oct-24,16-Sep-24,Silver,Debit Card,Divorced,23-Oct-24,Active,21-Sep-24,Cust_4975,gmail.com,44,230.07,250,2,1.1,6467
Cust_6468,455-743-1093,bethany.jackson@outlook.com,,Maine,Andorra,Male,12-Feb-24,26-Apr-24,Platinum,PayPal,Married,23-Oct-24,Inactive,30-Jan-24,Cust_3078,outlook.com,50,1390.54,237,4,1.1,6468
Cust_6469,131-361-7599,angela.morales@outlook.com,,Nevada,Palau,Male,31-Mar-24,26-Jun-24,Bronze,Cash,Married,13-Sep-24,Active,05-Oct-24,Cust_3799,outlook.com,44,9306.81,250,11,2.9,6469
Cust_6470,001-721-5748,andrea.holmes@gmail.com,,Louisiana,Greenland,Female,20-Jun-24,12-Apr-24,Gold,PayPal,Divorced,11-May-24,Active,27-Jan-24,Cust_1113,gmail.com,67,7783.03,475,3,2.9,6470
Cust_6471,541-409-1333,justin.garcia@yahoo.com,,Texas,Macao,Other,10-May-24,16-Sep-24,Gold,Debit Card,Divorced,23-Oct-24,Active,25-Jan-24,Cust_5609,yahoo.com,20,7163.65,250,12,3.4,6471
Cust_6472,864-221-6625,henry.carlson@yahoo.com,,North Carolina,Venezuela,Other,23-Oct-24,12-Oct-24,Others,Debit Card,Single,23-Oct-24,Active,01-Feb-24,Cust_4175,yahoo.com,68,9770.14,372,12,2.2,6472
Cust_6473,732-307-9428,stephanie.mcdonald@outlook.com,,Indiana,Chile,Female,14-Jan-24,23-Oct-24,Bronze,Cash,Married,23-Oct-24,Active,18-Aug-24,Cust_3489,outlook.com,29,9544.16,455,11,3,6473
Cust_6474,747-794-1935,shirley.lee@gmail.com,,New Hampshire,Cook Islands,Female,10-Oct-24,23-Oct-24,Others,Credit Card,Married,06-Sep-24,Inactive,07-Jul-24,Cust_6474,gmail.com,35,5074.53,250,6,2.9,6474
Cust_6475,693-345-3716,tina.cole@outlook.com,,Georgia,Thailand,Male,28-Jul-24,23-Oct-24,Others,PayPal,Divorced,02-Feb-24,Active,17-Aug-24,Cust_6475,outlook.com,34,1704.24,474,4,1.8,6475
Cust_6476,389-695-8626,jake.moon@gmail.com,,Virginia,Cote d'Ivoire,Female,11-Jun-24,11-Oct-24,Platinum,PayPal,Single,09-Jun-24,Inactive,16-Jun-24,Cust_5654,gmail.com,44,2748.08,250,9,2.9,6476
Cust_6477,587-717-7375,katie.fleming@outlook.com,,Arizona,Niue,Female,23-Oct-24,07-Mar-24,Others,Cash,Married,23-Oct-24,Active,29-Mar-24,Cust_4344,outlook.com,44,783.51,297,6,2.9,6477
Cust_6478,226-729-4563,brian.mills@outlook.com,,Hawaii,Zambia,Other,26-Jun-24,29-Mar-24,Others,Credit Card,Single,27-Jul-24,Active,05-Feb-24,Cust_6478,outlook.com,41,5381.2,250,7,2.9,6478
Cust_6479,161-485-9478,timothy.ingram@yahoo.com,,Missouri,Nauru,Female,23-Oct-24,23-Oct-24,Platinum,Debit Card,Divorced,06-Oct-24,Active,18-Apr-24,Cust_9111,yahoo.com,26,9883.45,250,8,2.4,6479
Cust_6480,001-805-5911,maria.garcia@outlook.com,,Nevada,Bermuda,Other,12-Jan-24,23-Oct-24,Platinum,PayPal,Married,16-Jun-24,Inactive,12-Oct-24,Cust_6480,outlook.com,23,3780.25,250,10,3.5,6480
Cust_6481,627-460-4581,michael.wallace@gmail.com,,Colorado,Qatar,Female,23-Oct-24,18-Jun-24,Silver,PayPal,Single,23-Oct-24,Active,13-Jul-24,Cust_6481,gmail.com,38,1689.68,490,8,3.9,6481
Cust_6482,621-6-,john.riley@outlook.com,,Alabama,Bangladesh,Male,30-Sep-24,23-Oct-24,Silver,PayPal,Married,23-Oct-24,Active,07-Jul-24,Cust_6482,outlook.com,44,6754.56,465,6,3.6,6482
Cust_6483,448-881-7619,tyler.sweeney@gmail.com,,Arkansas,Nauru,Male,23-Oct-24,04-Apr-24,Bronze,PayPal,Others,23-Oct-24,Inactive,10-Apr-24,Cust_6483,gmail.com,28,6467.53,250,11,2.9,6483
Cust_6484,431-488-9401,madison.mccormick@gmail.com,,New Mexico,Trinidad and Tobago,Female,18-Jul-24,10-Jun-24,Platinum,Cash,Others,23-Oct-24,Active,02-Jan-24,Cust_3755,gmail.com,43,4740.6,250,12,2.9,6484
Cust_6485,001-918-3079,gloria.molina@gmail.com,,Tennessee,Mozambique,Male,23-Oct-24,23-Oct-24,Bronze,Credit Card,Married,08-Jun-24,Inactive,20-Jun-24,Cust_6485,gmail.com,18,5721.05,250,11,2.4,6485
Cust_6486,001-533-7223,jack.davis@gmail.com,,Indiana,Guinea,Other,23-Oct-24,07-Apr-24,Bronze,Cash,Divorced,08-Feb-24,Active,30-Apr-24,Cust_6486,gmail.com,59,8461.79,56,6,2.9,6486
Cust_6487,001-510-6927,ariana.singleton@outlook.com,,Alabama,Rwanda,Female,17-Jun-24,23-Oct-24,Platinum,Credit Card,Married,23-Oct-24,Active,20-May-24,Cust_7092,outlook.com,44,490.01,49,6,2.9,6487
Cust_6488,473-990-4752,matthew.young@yahoo.com,,New Hampshire,Chad,Other,04-May-24,29-Jan-24,Bronze,Credit Card,Single,23-Oct-24,Inactive,12-Feb-24,Cust_6488,yahoo.com,54,7484.1,221,12,1.2,6488
Cust_6489,967-272-5362,lori.huber@outlook.com,,Kansas,Belarus,Other,11-Aug-24,14-Jun-24,Platinum,Cash,Single,09-May-24,Active,20-Feb-24,Cust_6489,outlook.com,44,9383.98,304,3,3.7,6489
Cust_6490,671-958-2105,anthony.green@gmail.com,,Kentucky,Bolivia,Male,24-Jan-24,14-Oct-24,Bronze,Debit Card,Others,27-Jan-24,Active,06-Oct-24,Cust_6490,gmail.com,44,1155.61,250,6,5,6490
Cust_6491,132-057-3800,amanda.sanchez@yahoo.com,,West Virginia,Italy,Other,23-Oct-24,30-Aug-24,Gold,Debit Card,Single,23-Oct-24,Active,11-Feb-24,Cust_6491,yahoo.com,44,4955.89,433,6,2.3,6491
Cust_6492,728-609-0395,maria.montgomery@outlook.com,,Tennessee,Malawi,Male,11-Sep-24,23-Oct-24,Silver,Debit Card,Married,23-Oct-24,Inactive,14-Mar-24,Cust_6492,outlook.com,34,7388.29,250,2,2.9,6492
Cust_6493,333-361-2885,julie.johnson@gmail.com,,Wyoming,Paraguay,Male,23-Oct-24,23-Oct-24,Gold,Cash,Others,13-Jul-24,Inactive,25-Jun-24,Cust_9157,gmail.com,55,8064.87,147,1,2.9,6493
Cust_6494,165-435-2183,lindsay.smith@gmail.com,,Delaware,Albania,Male,22-Feb-24,02-Jun-24,Bronze,Credit Card,Single,23-Oct-24,Active,19-Mar-24,Cust_6494,gmail.com,44,6128.52,131,6,2.9,6494
Cust_6495,001-598-4124,angela.patterson@outlook.com,,Hawaii,Equatorial Guinea,Female,23-Aug-24,26-Jan-24,Bronze,Debit Card,Others,25-May-24,Active,03-Oct-24,Cust_508,outlook.com,44,9312.35,250,3,2.9,6495
Cust_6496,449-802-8733,deborah.aguilar@outlook.com,,Maine,Croatia,Female,23-Mar-24,05-May-24,Bronze,Debit Card,Single,19-Mar-24,Inactive,01-May-24,Cust_6496,outlook.com,44,9466.9,250,12,1.2,6496
Cust_6497,580-314-7501,lisa.russell@outlook.com,,New York,Slovenia,Female,22-Mar-24,23-Oct-24,Gold,Credit Card,Married,23-Oct-24,Inactive,19-Aug-24,Cust_6604,outlook.com,61,9857.08,250,6,2.9,6497
Cust_6498,001-303-9691,andrea.gibson@yahoo.com,,New Jersey,Senegal,Female,26-Jul-24,25-Aug-24,Bronze,Credit Card,Divorced,23-Oct-24,Active,18-Aug-24,Cust_6498,yahoo.com,44,928.39,131,4,3.3,6498
Cust_6499,892-551-5995,joshua.ball@gmail.com,,Idaho,Mayotte,Female,23-Oct-24,23-Oct-24,Silver,PayPal,Single,03-May-24,Inactive,28-Aug-24,Cust_1524,gmail.com,44,571.47,283,12,4.7,6499
Cust_6500,658-653-4931,russell.lopez@outlook.com,,New Hampshire,Lesotho,Male,23-Oct-24,23-Oct-24,Platinum,Debit Card,Married,30-Aug-24,Active,09-Jan-24,Cust_7781,outlook.com,44,5499.44,425,9,1.6,6500
Cust_6501,905-487-4429,teresa.dawson@outlook.com,,Colorado,Armenia,Female,23-Oct-24,05-Jun-24,Others,Cash,Others,23-Oct-24,Active,20-Jan-24,Cust_6501,outlook.com,21,7970.49,214,6,2.2,6501
Cust_6502,469-672-8676,rachel.sanchez@gmail.com,,Florida,Antarctica (the territory South of 60 deg S),Other,25-Feb-24,24-Aug-24,Bronze,Debit Card,Single,23-Oct-24,Active,09-Sep-24,Cust_6502,gmail.com,44,7519.11,250,5,2.9,6502
Cust_6503,628-666-8726,cynthia.york@gmail.com,,Massachusetts,Swaziland,Other,23-Oct-24,23-Oct-24,Bronze,PayPal,Single,26-Feb-24,Active,31-Mar-24,Cust_6503,gmail.com,44,1468.77,75,12,2.7,6503
Cust_6504,752-878-4392,timothy.martinez@gmail.com,,New York,Iceland,Female,04-Apr-24,23-Oct-24,Silver,PayPal,Married,23-Oct-24,Active,10-Jul-24,Cust_6504,gmail.com,42,1856.58,149,6,2.9,6504
Cust_6505,305-730-3484,deborah.gray@outlook.com,,Oklahoma,Vietnam,Female,05-May-24,23-Oct-24,Bronze,Debit Card,Others,23-Oct-24,Active,28-Mar-24,Cust_6505,outlook.com,44,7729.04,250,6,2.5,6505
Cust_6506,001-951-6665,cassandra.ramirez@yahoo.com,,Illinois,Kuwait,Other,23-Oct-24,09-Feb-24,Platinum,Credit Card,Others,31-Jul-24,Active,24-Jun-24,Cust_6506,yahoo.com,44,9374.09,376,6,3.7,6506
Cust_6507,988-983-1333,angela.roach@gmail.com,,Alaska,Hungary,Female,14-Apr-24,23-Oct-24,Gold,Debit Card,Divorced,23-Oct-24,Active,20-Jan-24,Cust_6507,gmail.com,44,125.31,250,1,2.9,6507
Cust_6508,200-994-0448,bradley.hester@outlook.com,,North Dakota,Holy See (Vatican City State),Male,23-Oct-24,08-Jul-24,Silver,Debit Card,Divorced,23-Oct-24,Inactive,21-Jun-24,Cust_6508,outlook.com,39,9888.95,250,6,1.2,6508
Cust_6509,001-610-9525,carlos.best@gmail.com,,Kentucky,Malaysia,Other,23-Oct-24,02-Apr-24,Bronze,PayPal,Single,29-Mar-24,Active,14-Jul-24,Cust_9788,gmail.com,44,5075,250,7,4.6,6509
Cust_6510,793-594-5193,donald.rodgers@yahoo.com,,Oklahoma,Trinidad and Tobago,Female,23-Oct-24,23-Oct-24,Gold,Credit Card,Divorced,23-Oct-24,Active,06-Aug-24,Cust_3424,yahoo.com,46,4806.59,250,9,2.9,6510
Cust_6511,879-390-7064,jack.garcia@yahoo.com,,Missouri,Bhutan,Other,23-Oct-24,01-Feb-24,Bronze,Credit Card,Married,29-Mar-24,Active,09-Sep-24,Cust_8512,yahoo.com,59,7761.7,250,4,2.9,6511
Cust_6512,196-355-3153,gerald.mccoy@outlook.com,,New Mexico,British Indian Ocean Territory (Chagos Archipelago),Other,23-Oct-24,05-Aug-24,Bronze,Debit Card,Single,23-Oct-24,Active,05-Apr-24,Cust_6512,outlook.com,61,8610.7,250,6,2.9,6512
Cust_6513,297-952-3912,david.potts@yahoo.com,,Illinois,Mexico,Other,20-Apr-24,23-Oct-24,Bronze,Cash,Single,17-Mar-24,Active,21-Sep-24,Cust_6513,yahoo.com,44,7742.8,364,9,1.8,6513
Cust_6514,697-410-6906,denise.caldwell@outlook.com,,California,Cocos (Keeling) Islands,Female,23-Oct-24,09-Jun-24,Gold,Debit Card,Others,23-Oct-24,Active,28-Mar-24,Cust_8330,outlook.com,67,9408.58,8,8,1.2,6514
Cust_6515,001-900-6092,george.sullivan@gmail.com,,Nebraska,French Guiana,Female,04-Oct-24,02-Feb-24,Silver,Debit Card,Married,23-Oct-24,Active,01-Mar-24,Cust_6515,gmail.com,49,1977.84,250,11,1.6,6515
Cust_6516,846-405-3485,scott.dennis@yahoo.com,,Mississippi,Niue,Female,23-Oct-24,23-Oct-24,Others,Cash,Divorced,23-Oct-24,Active,18-Sep-24,Cust_6516,yahoo.com,55,4487.55,250,2,2.9,6516
Cust_6517,132-686-6498,ricky.garcia@gmail.com,,Hawaii,Mauritania,Female,18-Jun-24,31-Jul-24,Platinum,Debit Card,Others,31-Mar-24,Inactive,09-Mar-24,Cust_6517,gmail.com,44,8060.54,250,6,2.9,6517
Cust_6518,471-224-5683,jason.jackson@outlook.com,,Iowa,Falkland Islands (Malvinas),Female,23-Oct-24,26-Sep-24,Others,Debit Card,Married,23-Oct-24,Active,11-Oct-24,Cust_4985,outlook.com,60,8729.14,250,4,3,6518
Cust_6519,001-711-3752,kara.austin@yahoo.com,,Minnesota,Cyprus,Other,23-Oct-24,30-Mar-24,Gold,PayPal,Divorced,23-Oct-24,Active,11-Jun-24,Cust_3726,yahoo.com,58,6718.85,250,11,3,6519
Cust_6520,722-920-1452,victoria.williams@gmail.com,,Arkansas,Germany,Female,23-Oct-24,23-Oct-24,Silver,PayPal,Divorced,23-Oct-24,Inactive,16-Jun-24,Cust_6520,gmail.com,48,2174.54,300,6,2.9,6520
Cust_6521,648-429-9872,brent.casey@gmail.com,,Maryland,British Indian Ocean Territory (Chagos Archipelago),Female,14-Apr-24,26-Mar-24,Gold,PayPal,Single,23-Oct-24,Active,09-Jun-24,Cust_6521,gmail.com,44,1303.64,250,6,2.5,6521
Cust_6522,239-858-8106,benjamin.gibson@outlook.com,,Arizona,Venezuela,Other,23-Oct-24,23-Oct-24,Platinum,Credit Card,Single,09-May-24,Active,21-May-24,Cust_6522,outlook.com,40,1653.6,250,6,2.9,6522
Cust_6523,282-899-1404,samuel.blair@outlook.com,,Tennessee,Northern Mariana Islands,Female,30-Jul-24,23-Oct-24,Others,Credit Card,Single,06-Mar-24,Inactive,23-Jul-24,Cust_3173,outlook.com,44,9525.18,288,6,3.1,6523
Cust_6524,142-832-9623,juan.kelley@outlook.com,,Ohio,Malawi,Other,23-Oct-24,23-Oct-24,Platinum,PayPal,Married,24-Mar-24,Inactive,30-Sep-24,Cust_6524,outlook.com,44,2084.36,162,2,3.6,6524
Cust_6525,604-822-9513,daniel.fletcher@yahoo.com,,Georgia,Saint Pierre and Miquelon,Female,23-Oct-24,23-Oct-24,Bronze,PayPal,Others,23-Oct-24,Active,02-Sep-24,Cust_3260,yahoo.com,39,9812.29,28,6,2.9,6525
Cust_6526,455-914-4832,laura.murray@gmail.com,,Wisconsin,Ireland,Male,25-Jun-24,23-Oct-24,Platinum,Cash,Single,24-Jun-24,Active,29-Apr-24,Cust_6526,gmail.com,44,5166.75,250,6,4.7,6526
Cust_6527,424-231-6795,stephanie.bentley@gmail.com,,Louisiana,Paraguay,Male,23-Oct-24,14-Jun-24,Silver,Credit Card,Divorced,23-Oct-24,Active,01-Sep-24,Cust_6527,gmail.com,44,2768.07,375,2,2.9,6527
Cust_6528,001-612-8184,patrick.stokes@gmail.com,,Utah,Isle of Man,Other,23-Oct-24,04-Jul-24,Platinum,Credit Card,Others,23-Oct-24,Inactive,08-Jun-24,Cust_6528,gmail.com,39,2891.37,250,6,2.9,6528
Cust_6529,280-519-1869,ryan.barnett@gmail.com,,Texas,Bahamas,Female,23-Oct-24,09-Oct-24,Silver,Credit Card,Divorced,17-Jan-24,Active,23-Jun-24,Cust_6529,gmail.com,32,9220.38,250,6,2.9,6529
Cust_6530,001-351-2387,eric.taylor@outlook.com,,Arkansas,Uganda,Male,23-Oct-24,19-Jun-24,Gold,Credit Card,Others,23-Oct-24,Inactive,11-Feb-24,Cust_6530,outlook.com,52,9468.97,250,6,2.9,6530
Cust_6531,130-822-0910,willie.gallagher@yahoo.com,,Tennessee,United Kingdom,Male,23-Oct-24,23-Oct-24,Gold,PayPal,Married,09-Jul-24,Active,07-Feb-24,Cust_6531,yahoo.com,52,1564.43,250,3,2.9,6531
Cust_6532,001-500-3997,aaron.smith@gmail.com,,Nebraska,China,Female,23-Oct-24,23-Oct-24,Platinum,PayPal,Single,17-Sep-24,Active,22-Apr-24,Cust_8057,gmail.com,44,2580.38,250,6,3.3,6532
Cust_6533,656-747-9080,carol.stephens@gmail.com,,Tennessee,Portugal,Male,23-Oct-24,13-Apr-24,Silver,Debit Card,Divorced,23-Oct-24,Active,17-Jun-24,Cust_6571,gmail.com,44,1461.97,250,6,1.8,6533
Cust_6534,145-222-0811,sharon.jones@outlook.com,,Louisiana,Saint Barthelemy,Other,31-Jan-24,17-Jul-24,Bronze,Cash,Others,27-Aug-24,Active,27-Jul-24,Cust_9683,outlook.com,55,7803.66,45,6,4.8,6534
Cust_6535,681-307-9378,amanda.mitchell@outlook.com,,Delaware,Ireland,Male,29-Jan-24,23-Oct-24,Gold,Debit Card,Married,31-Jan-24,Active,02-Mar-24,Cust_2191,outlook.com,68,6333.68,414,6,2.9,6535
Cust_6536,749-471-4045,bryan.bryant@yahoo.com,,Kansas,Yemen,Female,23-Oct-24,18-Mar-24,Bronze,Credit Card,Single,23-Oct-24,Active,04-Sep-24,Cust_6536,yahoo.com,18,2067.65,250,6,2.9,6536
Cust_6537,510-789-7237,matthew.pena@gmail.com,,Washington,Belize,Female,23-Oct-24,21-Jan-24,Bronze,Cash,Others,17-Feb-24,Active,10-Mar-24,Cust_6537,gmail.com,19,4875.88,250,6,2.9,6537
Cust_6538,001-725-8130,mary.kelly@outlook.com,,West Virginia,Italy,Female,23-Oct-24,23-Oct-24,Bronze,PayPal,Divorced,23-Oct-24,Active,17-Sep-24,Cust_6538,outlook.com,28,9811.82,489,10,3.5,6538
Cust_6539,696-859-3225,andrew.sullivan@outlook.com,,Virginia,Spain,Male,23-Oct-24,23-Oct-24,Platinum,Cash,Divorced,26-Feb-24,Inactive,29-Aug-24,Cust_2117,outlook.com,44,3283.22,250,9,2.1,6539
Cust_6540,740-535-8355,stephanie.rush@gmail.com,,Alabama,North Macedonia,Male,23-Oct-24,23-Oct-24,Others,Debit Card,Others,16-Aug-24,Inactive,21-Jul-24,Cust_6540,gmail.com,44,4587.3,250,6,2.9,6540
Cust_6541,706-527-0493,diana.ward@gmail.com,,Vermont,Norway,Female,23-Oct-24,09-Oct-24,Platinum,Debit Card,Others,23-Oct-24,Active,14-Jul-24,Cust_6541,gmail.com,44,2212.04,54,11,2.9,6541
Cust_6542,611-674-1627,michelle.gilbert@outlook.com,,Georgia,Malawi,Other,03-Apr-24,23-Oct-24,Gold,Debit Card,Others,23-Oct-24,Active,11-Mar-24,Cust_4506,outlook.com,25,2188.23,250,12,2.9,6542
Cust_6543,749-875-9179,larry.hull@yahoo.com,,Minnesota,Eritrea,Female,23-Oct-24,07-Apr-24,Silver,Cash,Others,23-Sep-24,Active,06-May-24,Cust_6543,yahoo.com,44,7786.25,371,6,2.9,6543
Cust_6544,714-552-0506,thomas.stark@yahoo.com,,Arizona,Lithuania,Female,23-Oct-24,23-Oct-24,Others,Cash,Others,19-Sep-24,Active,07-Jan-24,Cust_7668,yahoo.com,44,6522.2,250,5,2.9,6544
Cust_6545,517-276-2860,april.jensen@yahoo.com,,Pennsylvania,Sri Lanka,Other,23-Oct-24,21-May-24,Platinum,Debit Card,Others,23-Oct-24,Inactive,30-Jul-24,Cust_6545,yahoo.com,59,5559.74,319,6,1.3,6545
Cust_6546,001-695-2089,sean.wyatt@gmail.com,,Colorado,Guyana,Female,23-Oct-24,07-Apr-24,Bronze,Debit Card,Divorced,23-Oct-24,Active,20-Apr-24,Cust_6546,gmail.com,32,4897.55,82,6,2.9,6546
Cust_6547,664-210-3814,jesse.thompson@gmail.com,,Kansas,Finland,Male,23-Oct-24,23-Oct-24,Silver,Cash,Single,12-May-24,Active,19-Jul-24,Cust_6547,gmail.com,44,973.48,394,6,2.3,6547
Cust_6548,411-950-1168,michelle.barrett@yahoo.com,,Alabama,Morocco,Male,23-Oct-24,15-Jan-24,Bronze,Cash,Single,28-Sep-24,Inactive,31-May-24,Cust_5545,yahoo.com,57,3520.76,250,6,2.9,6548
Cust_6549,235-9-,whitney.bell@gmail.com,,Texas,Kazakhstan,Male,23-Oct-24,05-Sep-24,Bronze,Credit Card,Single,23-Oct-24,Active,10-May-24,Cust_7567,gmail.com,26,7006.06,250,4,4.1,6549
Cust_6550,993-617-6487,lawrence.zimmerman@gmail.com,,Pennsylvania,Isle of Man,Other,23-Oct-24,23-Oct-24,Gold,Cash,Single,23-Oct-24,Inactive,08-Aug-24,Cust_4627,gmail.com,70,852.97,337,3,2.9,6550
Cust_6551,193-375-8484,duane.gonzalez@gmail.com,,Maryland,Spain,Other,06-Sep-24,23-Oct-24,Platinum,Debit Card,Single,23-Oct-24,Inactive,15-Oct-24,Cust_6551,gmail.com,44,4275.73,250,6,2.1,6551
Cust_6552,285-727-3660,christy.woods@outlook.com,,Montana,Northern Mariana Islands,Female,23-Oct-24,27-Jan-24,Bronze,Credit Card,Single,23-Oct-24,Inactive,21-Jan-24,Cust_7317,outlook.com,44,9230.35,250,6,4.3,6552
Cust_6553,960-723-3888,dakota.rodgers@gmail.com,,Virginia,Taiwan,Female,02-Feb-24,23-Oct-24,Silver,Credit Card,Single,12-Sep-24,Active,12-Sep-24,Cust_8892,gmail.com,44,7038.55,280,6,2.9,6553
Cust_6554,274-255-2422,nicole.sanders@gmail.com,,Texas,Suriname,Female,12-Mar-24,21-Jan-24,Gold,Debit Card,Others,06-Jul-24,Active,18-Feb-24,Cust_6554,gmail.com,22,5975.75,147,5,3.1,6554
Cust_6555,479-690-1961,peter.salas@gmail.com,,Maryland,Serbia,Male,23-Oct-24,09-Oct-24,Platinum,Cash,Married,23-Oct-24,Active,05-Jul-24,Cust_2065,gmail.com,52,7918.95,250,9,2.2,6555
